GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long
1149161030,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,KWTBUS,KUWAIT,KWT,,,,,BUS,,,1,173,173,17,4,-5.0,3,1,3,4.24929178470255,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,20240101,https://www.ttnworldwide.com/Article/354122/-Best-of-Czech-attractions-showcased-at-Mideast-roadshow
1149161032,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,QAT,QATAR,QAT,,,,,,,,1,173,173,17,4,-5.0,2,1,2,4.24929178470255,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,20240101,https://www.ttnworldwide.com/Article/354122/-Best-of-Czech-attractions-showcased-at-Mideast-roadshow
1149161033,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,QATBUS,DOHA,QAT,,,,,BUS,,,1,173,173,17,4,-5.0,5,1,5,4.24929178470255,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,4,"Karlovy Vary, Karlovarský, Czech Republic",EZ,EZ81,50.237,12.875,-547025,20240101,https://www.ttnworldwide.com/Article/354122/-Best-of-Czech-attractions-showcased-at-Mideast-roadshow
1149173241,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,CAN,CANADA,CAN,,,,,,,,0,195,195,19,4,-10.0,1,1,1,3.5671100362757,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,51.45,-2.58333,-2590919,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,51.45,-2.58333,-2590919,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,51.45,-2.58333,-2590919,20240101,https://www.bristolpost.co.uk/whats-on/whats-on-news/list-2024-bristol-theatre-shows-8907131
1149173242,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,CAN,CANADA,CAN,,,,,,,,0,195,195,19,4,-10.0,1,1,1,3.5671100362757,4,"Swan Lake, Manitoba, Canada",CA,CA03,49.4,-98.8,-574431,4,"Swan Lake, Manitoba, Canada",CA,CA03,49.4,-98.8,-574431,4,"Swan Lake, Manitoba, Canada",CA,CA03,49.4,-98.8,-574431,20240101,https://www.bristolpost.co.uk/whats-on/whats-on-news/list-2024-bristol-theatre-shows-8907131
1149174850,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,CYPGOV,NICOSIA,CYP,,,,,GOV,,,1,141,141,14,3,-6.5,10,1,10,-5.09383378016086,1,Cyprus,CY,CY,35.0,33.0,CY,1,Cyprus,CY,CY,35.0,33.0,CY,1,Cyprus,CY,CY,35.0,33.0,CY,20240101,https://eturbonews.com/axed-cyprus-airways-employees-stage-angry-protest/
1149176898,20240101,202401,2024,2024.0027,COP,POLICE,,,,,,COP,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,2,1,2,-9.62343096234309,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,20240101,https://timesofindia.indiatimes.com/city/ludhiana/mobile-phones-found-in-jail-ludhiana-officials-of-ludhiana-central-jail/articleshow/106430461.cms
1149177041,20240101,202401,2024,2024.0027,IND,LUDHIANA,IND,,,,,,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,5,1,5,-9.62343096234309,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,4,"Tirupur, Tamil Nadu, India",IN,IN25,11.1,77.35,-2113268,20240101,https://timesofindia.indiatimes.com/city/ludhiana/mobile-phones-found-in-jail-ludhiana-officials-of-ludhiana-central-jail/articleshow/106430461.cms
1149183316,20240101,202401,2024,2024.0027,MIL,FIGHTER JET,,,,,,MIL,,,UAF,TERRORIST,,,,,,UAF,,,1,190,190,19,4,-10.0,10,4,10,-7.24580437254164,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240101,https://www.havasunews.com/nation/death-toll-in-gaza-rises-as-israeli-attacks-continue-in-north-south/article_0f51dd06-a832-11ee-a126-6b0befc3222f.html
1149183335,20240101,202401,2024,2024.0027,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,ISR,ISRAEL,ISR,,,,,,,,0,172,172,17,4,-5.0,10,1,10,-9.125,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240101,https://www.kaieteurnewsonline.com/2024/01/01/israeli-bombardment-destroyed-over-70-of-gaza-homes-report/
1149200974,20240101,202401,2024,2024.0027,MOS,ISLAMIC,,,,MOS,,,,,MILMIL,FIGHTER JET,,,,,,MIL,MIL,,1,194,194,19,4,-10.0,10,1,10,-5.20833333333334,4,"Eilat, HaDarom, Israel",IS,IS01,29.558,34.9482,-779626,4,"Eilat, HaDarom, Israel",IS,IS01,29.558,34.9482,-779626,4,"Eilat, HaDarom, Israel",IS,IS01,29.558,34.9482,-779626,20240101,https://www.clevelandjewishnews.com/jns/idf-downs-two-drones-launched-at-northern-israel-from-syria/article_c9748284-9ce7-527d-8519-858f71e6cd09.html
1149209467,20240101,202401,2024,2024.0027,MILMIL,FIGHTER JET,,,,,,MIL,MIL,,ISRMIL,ISRAELI,ISR,,,,,MIL,,,1,190,190,19,4,-10.0,3,1,3,-9.46969696969696,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240101,https://www.firstpost.com/world/gaza-war-hamas-commander-who-led-october-7-attack-killed-in-air-strike-says-israel-13564832.html
1149211315,20240101,202401,2024,2024.0027,USA,AMERICAN,USA,,,,,,,,MIL,FIGHTER JET,,,,,,MIL,,,1,190,190,19,4,-10.0,3,1,3,-6.86813186813187,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,4,"Deir Ezzor, Dayr az Zawr, Syria",SY,SY07,35.3359,40.1408,-2541119,20240101,https://english.aawsat.com/arab-world/4762281-iraqi-militias-launch-drone-strikes-us-base-eastern-syria
1149232396,20240101,202401,2024,2024.0027,NGA,KADUNA,NGA,,,,,,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,2,1,2,-9.71428571428567,5,"Kaduna State, Kaduna, Nigeria",NI,NI23,10.3333,7.75,-2014091,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,5,"Kaduna State, Kaduna, Nigeria",NI,NI23,10.3333,7.75,-2014091,20240101,https://punchng.com/kaduna-police-arrest-three-suspected-car-thieves/
1149232397,20240101,202401,2024,2024.0027,NGA,KADUNA,NGA,,,,,,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,6,1,6,-9.71428571428567,5,"Kaduna State, Kaduna, Nigeria",NI,NI23,10.3333,7.75,-2014091,5,"Kaduna State, Kaduna, Nigeria",NI,NI23,10.3333,7.75,-2014091,5,"Kaduna State, Kaduna, Nigeria",NI,NI23,10.3333,7.75,-2014091,20240101,https://punchng.com/kaduna-police-arrest-three-suspected-car-thieves/
1149249748,20240101,202401,2024,2024.0027,SPY,OPERATIVE,,,,,,SPY,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,2,2,2,-11.7216117216118,4,"Jigawa, Kano, Nigeria",NI,NI29,11.951,7.93842,-2013704,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,4,"Jigawa, Kano, Nigeria",NI,NI29,11.951,7.93842,-2013704,20240101,https://www.informationng.com/2024/01/dismissed-soldier-two-other-suspected-car-thieves-arrested-in-kaduna.html
1149249749,20240101,202401,2024,2024.0027,SPY,OPERATIVE,,,,,,SPY,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,14,2,14,-11.7216117216118,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,20240101,https://www.informationng.com/2024/01/dismissed-soldier-two-other-suspected-car-thieves-arrested-in-kaduna.html
1149250456,20240101,202401,2024,2024.0027,CAN,SASKATCHEWAN,CAN,,,,,,,,COP,DEPUTY,,,,,,COP,,,0,193,193,19,4,-10.0,2,1,2,-1.35396518375242,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,20240101,https://globalnews.ca/news/10198400/saskatchewan-covid-19-outlook/
1149250464,20240101,202401,2024,2024.0027,CANCVL,SASKATCHEWAN,CAN,,,,,CVL,,,COP,DEPUTY,,,,,,COP,,,0,193,193,19,4,-10.0,8,1,8,-1.35396518375242,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,20240101,https://globalnews.ca/news/10198400/saskatchewan-covid-19-outlook/
1149258995,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,,,,,,,,,,,0,195,195,19,4,-10.0,4,1,4,-10.6194690265487,4,"Coolangatta, Queensland, Australia",AS,AS04,-28.1667,153.533,-1566962,0,,,,,,,4,"Coolangatta, Queensland, Australia",AS,AS04,-28.1667,153.533,-1566962,20240101,https://www.dailymail.co.uk/news/article-12917373/woman-attacks-staff-plane-Gold-Coast-Melbourne.html
1149258996,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,,,,,,,,,,,1,195,195,19,4,-10.0,16,1,10,-10.6194690265487,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240101,https://www.dailymail.co.uk/news/article-12917373/woman-attacks-staff-plane-Gold-Coast-Melbourne.html
1149258998,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,AUS,MELBOURNE,AUS,,,,,,,,1,195,195,19,4,-10.0,2,1,2,-10.6194690265487,4,"Coolangatta, Queensland, Australia",AS,AS04,-28.1667,153.533,-1566962,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Coolangatta, Queensland, Australia",AS,AS04,-28.1667,153.533,-1566962,20240101,https://www.dailymail.co.uk/news/article-12917373/woman-attacks-staff-plane-Gold-Coast-Melbourne.html
1149258999,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,AUS,AUSTRALIA,AUS,,,,,,,,1,195,195,19,4,-10.0,2,1,2,-10.6194690265487,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Coolangatta, Queensland, Australia",AS,AS04,-28.1667,153.533,-1566962,20240101,https://www.dailymail.co.uk/news/article-12917373/woman-attacks-staff-plane-Gold-Coast-Melbourne.html
1149259000,20240101,202401,2024,2024.0027,BUS,AIRLINE,,,,,,BUS,,,AUS,MELBOURNE,AUS,,,,,,,,1,195,195,19,4,-10.0,6,1,6,-10.6194690265487,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240101,https://www.dailymail.co.uk/news/article-12917373/woman-attacks-staff-plane-Gold-Coast-Melbourne.html
1149259244,20240101,202401,2024,2024.0027,MIL,FIGHTER JET,,,,,,MIL,,,,,,,,,,,,,0,193,193,19,4,-10.0,14,2,14,3.34757834757835,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,0,,,,,,,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,20240101,https://www.whittierdailynews.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149259251,20240101,202401,2024,2024.0027,MIL,FIGHTER JET,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,0,193,193,19,4,-10.0,2,2,2,3.34757834757835,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,20240101,https://www.whittierdailynews.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149265849,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,,,,,,,,,,,0,193,193,19,4,-10.0,42,6,42,3.3024679651053,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,0,,,,,,,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,20240102,https://www.ocregister.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149265856,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,0,193,193,19,4,-10.0,2,1,2,3.27169274537696,3,"San Gabriel Valley, California, United States",US,USCA,34.0333,-118.037,1940052,3,"San Gabriel Valley, California, United States",US,USCA,34.0333,-118.037,1940052,3,"San Gabriel Valley, California, United States",US,USCA,34.0333,-118.037,1940052,20240102,https://www.sgvtribune.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149265857,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,0,193,193,19,4,-10.0,6,6,6,3.3024679651053,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,3,"University Of Southern California, California, United States",US,USCA,34.0218,-118.287,250827,20240102,https://www.ocregister.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149265858,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,0,193,193,19,4,-10.0,2,1,2,3.27635327635328,3,"Orange County, California, United States",US,USCA,33.7,-117.768,277294,3,"Orange County, California, United States",US,USCA,33.7,-117.768,277294,3,"Orange County, California, United States",US,USCA,33.7,-117.768,277294,20240102,https://www.ocregister.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149269376,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,0,193,193,19,4,-10.0,8,4,8,3.31669044222539,4,"Ottawa, Ontario, Canada",CA,CA08,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,45.4167,-75.7,-570760,20240102,https://www.dailybulletin.com/2024/01/01/rose-parade-2024-coding-for-veterans-wins-awards-and-hearts/
1149293350,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,,,,,,,,,,,0,193,193,19,4,-10.0,5,1,5,-8.52503382949928,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20240102,https://www.cullmantimes.com/opinion/editorial-president-biden-endangers-us-troops/article_2e92ea14-a663-11ee-adb5-6f5c83941a38.html
1149299059,20240102,202401,2024,2024.0055,AUS,AUSTRALIAN,AUS,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,173,173,17,4,-5.0,4,1,4,-10.0,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20240102,https://www.scmp.com/week-asia/people/article/3246976/australian-police-arrest-woman-aircraft-allegedly-assaulting-airline-staff-verbal-abuse
1149299060,20240102,202401,2024,2024.0055,AUS,AUSTRALIAN,AUS,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,180,180,18,4,-9.0,4,1,4,-10.0,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20240102,https://www.scmp.com/week-asia/people/article/3246976/australian-police-arrest-woman-aircraft-allegedly-assaulting-airline-staff-verbal-abuse
1149299061,20240102,202401,2024,2024.0055,AUSCOP,AUSTRALIAN,AUS,,,,,COP,,,BUS,AIRLINE,,,,,,BUS,,,1,173,173,17,4,-5.0,6,1,6,-10.0,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20240102,https://www.scmp.com/week-asia/people/article/3246976/australian-police-arrest-woman-aircraft-allegedly-assaulting-airline-staff-verbal-abuse
1149299062,20240102,202401,2024,2024.0055,AUSCOP,AUSTRALIAN,AUS,,,,,COP,,,BUS,AIRLINE,,,,,,BUS,,,1,180,180,18,4,-9.0,6,1,6,-10.0,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20240102,https://www.scmp.com/week-asia/people/article/3246976/australian-police-arrest-woman-aircraft-allegedly-assaulting-airline-staff-verbal-abuse
1149303917,20240102,202401,2024,2024.0055,MIL,COMBAT JET,,,,,,MIL,,,,,,,,,,,,,0,190,190,19,4,-10.0,3,1,3,-4.64104423495286,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,0,,,,,,,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,20240102,https://www.haaretz.com/israel-news/security-aviation/2023-12-31/ty-article/is-israel-prepared-for-the-racing-drones-arms-race/0000018c-bf91-d6c4-ab8d-ffb5243a0000
1149303918,20240102,202401,2024,2024.0055,MIL,COMBAT JET,,,,,,MIL,,,,,,,,,,,,,0,190,190,19,4,-10.0,7,2,7,-2.86439448875996,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20240102,https://www.haaretz.com/israel-news/security-aviation/2023-12-31/ty-article/is-israel-prepared-for-the-racing-drones-arms-race/0000018c-bf91-d6c4-ab8d-ffb5243a0000
1149311595,20240102,202401,2024,2024.0055,IND,DELHI,IND,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,0,173,173,17,4,-5.0,3,1,3,0.0,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20240102,https://menafn.com/1107676030/Pilot-Removed-From-Duties-After-Indian-Aircraft-Makes-Hard-Landing-In-Dubai
1149314710,20240102,202401,2024,2024.0055,CVL,PASSENGER JET,,,,,,CVL,,,JPN,JAPAN,JPN,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-2.17391304347827,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,20240102,https://www.outlookindia.com/international/japan-airlines-flight-fire-runway-haneda-airport-tokyo-news-340307
1149317889,20240102,202401,2024,2024.0055,BUS,AIRLINE,,,,,,BUS,,,JPN,TOKYO,JPN,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-1.74418604651163,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,4,"Haneda, Wakayama, Japan",JA,JA43,33.75,135.333,-228452,20240102,https://www.dailysabah.com/world/asia-pacific/400-evacuated-after-airline-fire-at-tokyos-haneda-airport
1149319106,20240102,202401,2024,2024.0055,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,ISR,ISRAEL,ISR,,,,,,,,0,172,172,17,4,-5.0,10,1,10,-11.3935144609992,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240102,https://www.globalsecurity.org/military/library/news/2023/12/mil-231231-presstv05.htm
1149322599,20240102,202401,2024,2024.0055,CAN,SASKATCHEWAN,CAN,,,,,,,,LAB,WORKER,,,,,,LAB,,,1,190,190,19,4,-10.0,2,1,2,-7.80141843971631,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,20240102,https://www.ohscanada.com/individual-fined-2800-by-saskatchewan-court-after-worker-injured-on-the-job/
1149323148,20240102,202401,2024,2024.0055,LAB,WORKER,,,,,,LAB,,,CAN,SASKATCHEWAN,CAN,,,,,,,,1,172,172,17,4,-5.0,8,1,8,-7.80141843971631,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,52.15,-97.7167,-575075,20240102,https://www.ohscanada.com/individual-fined-2800-by-saskatchewan-court-after-worker-injured-on-the-job/
1149325303,20240102,202401,2024,2024.0055,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,SAU,SAUDI,SAU,,,,,,,,1,173,173,17,4,-5.0,8,1,8,-7.30337078651685,4,"Jazan, Jizan, Saudi Arabia",SA,SA17,16.8892,42.5511,-3096152,4,"Jazan, Jizan, Saudi Arabia",SA,SA17,16.8892,42.5511,-3096152,4,"Jazan, Jizan, Saudi Arabia",SA,SA17,16.8892,42.5511,-3096152,20240102,https://www.middleeasteye.net/news/saudi-arabia-four-people-executed-new-years-eve
1149327143,20240102,202401,2024,2024.0055,JPNBUS,JAPAN,JPN,,,,,BUS,,,CVLBUS,PASSENGER JET,,,,,,CVL,BUS,,1,190,190,19,4,-10.0,2,1,2,-6.12602100350058,4,"Suzu, Ishikawa, Japan",JA,JA15,37.4167,137.25,10274327,4,"Suzu, Ishikawa, Japan",JA,JA15,37.4167,137.25,10274327,4,"Suzu, Ishikawa, Japan",JA,JA15,37.4167,137.25,10274327,20240102,https://www.dailymail.co.uk/news/article-12918841/Japan-plane-crash-coast-guard-earthquake-victims-killed-tokyo-airport.html
1149327258,20240102,202401,2024,2024.0055,MIL,FIGHTER JET,,,,,,MIL,,,,,,,,,,,,,0,192,192,19,4,-9.5,1,1,1,-4.68266253869969,1,Russia,RS,RS,60.0,100.0,RS,0,,,,,,,1,Russia,RS,RS,60.0,100.0,RS,20240102,https://nymag.com/intelligencer/2024/01/air-travel-is-not-ready-for-electronic-warfare.html
1149327322,20240102,202401,2024,2024.0055,MOS,ISLAMIC,,,,MOS,,,,,MILMIL,FIGHTER JET,,,,,,MIL,MIL,,1,194,194,19,4,-10.0,10,1,10,-4.59363957597173,4,"Erbil, Liwa' Irbil, Iraq",IZ,IZ11,36.1926,44.0106,-3106433,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240102,https://www.israeltoday.co.il/read/israel-strikes-damascus-arab-media-reports/
1149327435,20240102,202401,2024,2024.0055,RUS,RUSSIA,RUS,,,,,,,,MIL,FIGHTER JET,,,,,,MIL,,,1,193,193,19,4,-10.0,12,2,12,-3.66876489766843,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20240102,https://nymag.com/intelligencer/2024/01/air-travel-is-not-ready-for-electronic-warfare.html
1149330801,20240102,202401,2024,2024.0055,JPNBUS,JAPAN,JPN,,,,,BUS,,,BUS,AIRLINE,,,,,,BUS,,,1,190,190,19,4,-10.0,3,1,3,-5.14285714285714,5,"Gunma, Gumma, Japan",JA,JA10,36.5075,138.982,-228029,5,"Gunma, Gumma, Japan",JA,JA10,36.5075,138.982,-228029,5,"Gunma, Gumma, Japan",JA,JA10,36.5075,138.982,-228029,20240102,https://scallywagandvagabond.com/2024/01/japan-airlines-plane-flight-516-crashes-with-coast-guard-plane-haneda-airport/
1149334994,20240102,202401,2024,2024.0055,NER,NIGER,NER,,,,,,,,CRM,SNATCHER,,,,,,CRM,,,1,180,180,18,4,-9.0,10,1,10,-10.7317073170732,1,Niger,NG,NG,16.0,8.0,NG,1,Niger,NG,NG,16.0,8.0,NG,1,Niger,NG,NG,16.0,8.0,NG,20240102,https://dailypost.ng/2024/01/02/niger-commissioner-umar-ahmed-rebes-aide-brutally-attacked-by-phone-snatcher/
